reviewer,apartment_id,rating,review_text,augmented
i k w,608fab2f1ea60a52be751c37,4.83,mudah booking lewat travelio,False
s h,608fab2f1ea60a52be751c37,4.67,room bersih pelayanan cepat,False
h a l,608fab2f1ea60a52be751c37,5.0,sangat menyenangkan,False
d,608fab2f1ea60a52be751c37,5.0,pelayanannya ok dan unitnya bersih,False
h,608fab2f1ea60a52be751c37,5.0,bagus,False
s k,608fab2f1ea60a52be751c37,5.0,mantap,False
y d,608fab2f1ea60a52be751c37,5.0,mba adelia sangat ramah dan helpful,False
a m,608fab2f1ea60a52be751c37,5.0,bagus oke,False
z j m,608fab2f1ea60a52be751c37,5.0,bu adelia sangat melayani dan baik,False
k f,608fab2f1ea60a52be751c37,4.5,service nya oke banget,False
r,608fab2f1ea60a52be751c37,5.0,mantaps,False
i m,608fab2f1ea60a52be751c37,5.0,oke nyaman staff sangat ramah dan membantu,False
t a,608fab2f1ea60a52be751c37,5.0,,False
l s,608fab2f1ea60a52be751c37,5.0,iya,False
w k,608fab2f1ea60a52be751c37,5.0,mantap,False
m a a,608fab2f1ea60a52be751c37,5.0,mantap,False
r i a,608fab2f1ea60a52be751c37,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d m r,608fab2f1ea60a52be751c37,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d,608fab2f1ea60a52be751c37,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
o h p,608fab2f1ea60a52be751c37,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
v,608fab2f1ea60a52be751c37,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s w p,608fab2f1ea60a52be751c37,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s m,5d2c0d30e09bf5772709a3f2,5.0,baik,False
s k,5d2c0d30e09bf5772709a3f2,5.0,happy,False
t p,5d2c0d30e09bf5772709a3f2,5.0,tempatnya bersih kamarnya juga bersih ac nya dingin dan air panasnya juga berfungsi dgn baik tempatnya strategis juga,False
a p,5d2c0d30e09bf5772709a3f2,5.0,good,False
a r,5d2c0d30e09bf5772709a3f2,5.0,mantap,False
p c a,5d2c0d30e09bf5772709a3f2,4.5,ok,False
m y a a,5d2c0d30e09bf5772709a3f2,5.0,ruangan rapi dan bersih staffnya juga ramah bangettt,False
d a,5d2c0d30e09bf5772709a3f2,5.0,semuanya okee,False
d a,5d2c0d30e09bf5772709a3f2,5.0,lokasi unit strategis unit bersih dan nyaman fasilitas unit juga cukup lengkap,False
v,5d2c0d30e09bf5772709a3f2,5.0,unit nya bersih cek in nya sangat mudah,False
a k,5d2c0d30e09bf5772709a3f2,4.5,terima kasih atas pelayanannya,False
m r a r,5d2c0d30e09bf5772709a3f2,5.0,mantep bgt deh,False
s k,5d2c0d30e09bf5772709a3f2,5.0,kamar bagus dan bersih petugas nya ramah dalam pelayanan trimakasih,False
a h,5d2c0d30e09bf5772709a3f2,5.0,pelayanan yang baik,False
e,5d2c0d30e09bf5772709a3f2,5.0,apartemennya sudah sangat bagus,False
e k,5d2c0d30e09bf5772709a3f2,4.83,pada waktu checkin pertama kali wifinya tidak bisa digunakan setelah saya komplain baru diperbaiki oleh staf dari travelio,False
m m,5d2c0d30e09bf5772709a3f2,4.67,unit nya bersihdan nyaman,False
v j,5d2c0d30e09bf5772709a3f2,5.0,semuanya udah bagus tidak ada masalah,False
s m,5d2c0d30e09bf5772709a3f2,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
t t,5d2c0d30e09bf5772709a3f2,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s k,5d2c0d30e09bf5772709a3f2,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d t o,5d2c0d30e09bf5772709a3f2,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e y m,5d2c0d30e09bf5772709a3f2,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s r,5d2c0d30e09bf5772709a3f2,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
p t d,5d2c0d30e09bf5772709a3f2,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
n n,5d076e4dfccf0d062364776c,5.0,alhamdulillah sudah dapat tempat yang nyaman amp dapat akses langsng ke mall jdi bisa sekalian jalan,False
e d f,5d076e4dfccf0d062364776c,5.0,tempatnya nyaman bgt cocok utk stay bulanan atau tahunan,False
s,5d076e4dfccf0d062364776c,4.83,sudah bagus hanya butuh waktu saat cek in harus lebih cepat biar pelanggang tidak menunggu lama,False
a a,5d076e4dfccf0d062364776c,5.0,pelayanannya sangat memuaskan,False
s,5d076e4dfccf0d062364776c,5.0,kamar nya nyaman,False
h e,5d076e4dfccf0d062364776c,5.0,baik,False
a p p,5d076e4dfccf0d062364776c,5.0,apartemennya bagus dan harganya terjangkau,False
m y r,5d076e4dfccf0d062364776c,5.0,overall sudah sangat baik,False
d d,5d076e4dfccf0d062364776c,5.0,terima kasih,False
b c,5d076e4dfccf0d062364776c,5.0,sejauh ini menggunakan travelio cukup aman dan nyaman,False
l,5d076e4dfccf0d062364776c,5.0,terima kasih travelio,False
r c,5d076e4dfccf0d062364776c,5.0,staf yang waktu saya check in kemarin ramah sekali beda banget sama roomboy yang sebelumnya saya pernah check in studio room sebulan yang lalu,False
f h s,5d076e4dfccf0d062364776c,4.67,ruangan rapi dan nyaman,False
a,5d076e4dfccf0d062364776c,5.0,saya sudah review di aplikasi,False
h d,5d076e4dfccf0d062364776c,4.83,unitnya bersih dan nyaman,False
a p,5d076e4dfccf0d062364776c,4.17,sudah bagus semua,False
s,5d076e4dfccf0d062364776c,5.0,so far so good,False
m e,5d076e4dfccf0d062364776c,4.83,everything was perfect,False
a,5d076e4dfccf0d062364776c,4.17,terimakasih,False
m,5d076e4dfccf0d062364776c,5.0,kamarnya super nyaman fasilitas kamar nya oke pokoknyaa jadi recommeded banget,False
l k t,5d076e4dfccf0d062364776c,5.0,apartemen yang recommended banget mungkin saya akan menginap di sana lagi,False
h a,5d076e4dfccf0d062364776c,5.0,tidak ada masalah sama menginap di sana,False
i,5d076e4dfccf0d062364776c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d a s,5d076e4dfccf0d062364776c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
p e,5d076e4dfccf0d062364776c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
c b,61f11bfc95e44776bd2293fe,5.0,good,False
b b,61f11bfc95e44776bd2293fe,4.33,good apartment,False
e r k,61f11bfc95e44776bd2293fe,5.0,bagus oke bangettt,False
t m h a,61f11bfc95e44776bd2293fe,5.0,bagus semua,False
r s b,61f11bfc95e44776bd2293fe,4.67,staff showing unit memuaskan pelayanannya,False
s b,61f11bfc95e44776bd2293fe,5.0,masih betah sebenernya tapi harus lanjut liburan ke lokasi yg berbeda fasilitas lumayan lengkap bersih dan nyaman saat check in dilayani oleh roomboy mas adnan orangnya ramah dan sangat sopan dan cukup terbantu jika ada hal yg ingin saya tanyakan sekuriti dan resepsionisnya jg baik banget dan selalu sigap membantu jika kita butuh bantuan rekomended buat yg pengen nginep bareng temen da more,False
d a,61f11bfc95e44776bd2293fe,5.0,baik,False
s y,61f11bfc95e44776bd2293fe,5.0,room boy nya komunikatif,False
a,61f11bfc95e44776bd2293fe,5.0,mantap dan bagus pelayanan oke,False
h r,61f11bfc95e44776bd2293fe,5.0,sangat nyaman stay disini kemana mana juga deket dan roomboy dan teknisinya juga pelayanannya terbaik,False
y,61f11bfc95e44776bd2293fe,4.67,menyenangkan,False
a r,61f11bfc95e44776bd2293fe,5.0,menyenangkan,False
f a s,61f11bfc95e44776bd2293fe,4.33,lokasinya strategis di pusat perkantoran dan tengah kota jakarta fasilitas di unit maupun di gedung sangat memadai,False
d h,61f11bfc95e44776bd2293fe,5.0,roomboy ramah mudah di hubungi komunikatif,False
a s p,61f11bfc95e44776bd2293fe,5.0,baik,False
p b a,61f11bfc95e44776bd2293fe,4.5,pengalaman baru menggunakan travelio,False
h y,61f11bfc95e44776bd2293fe,5.0,bagus,False
r o,61f11bfc95e44776bd2293fe,4.5,sejauh ini cukup nyaman dan suka sama ke tepatan waktu dari staff disana,False
a g a,61f11bfc95e44776bd2293fe,5.0,bagus nyaman,False
n s l,61f11bfc95e44776bd2293fe,4.67,baik,False
a k w,61f11bfc95e44776bd2293fe,5.0,staff atas nama putra sangat ramah dan fast response kami sekeluarga sangat menikmati pengalaman menginap kali ini dengan travelio terimakasih banyak,False
j t,61f11bfc95e44776bd2293fe,5.0,semuanya baik sangat bagus dan memuaskan,False
a,61f11bfc95e44776bd2293fe,5.0,overall good,False
a n,61f11bfc95e44776bd2293fe,5.0,sangat nyaman,False
a s,61f11bfc95e44776bd2293fe,5.0,sangat memuaskan,False
m t a,5d43a1697acbc2481fab209a,5.0,kamar bersih internet kenceng roomboy tepat waktu,False
s s,5d43a1697acbc2481fab209a,5.0,unit bagus dan bersih room boy sangat membantu dan ramah,False
f m p,5d43a1697acbc2481fab209a,5.0,bagus,False
g l,5d43a1697acbc2481fab209a,5.0,baik,False
f m,5d43a1697acbc2481fab209a,5.0,nginep yang kedua nyaman next booking lagi,False
k,5d43a1697acbc2481fab209a,5.0,mantap,False
f d t,5d43a1697acbc2481fab209a,5.0,sudah jadi repeater guest di travelio next time travelio lagii,False
n d p,5d43a1697acbc2481fab209a,5.0,unit bagus roomboy dan cs sangat membantu,False
k,5d43a1697acbc2481fab209a,5.0,apartemenya bagus bersih dan wangi lalu apartemenya sangay terawat lalu roomboynya ramah dan sopan banget menjelaskan dengan detail ttg apartemenya dan rulesnya thankyou yaa pak ujang,False
m i,5d43a1697acbc2481fab209a,5.0,sudah baik,False
e s,5d43a1697acbc2481fab209a,5.0,nyaman bersih,False
s s,5d43a1697acbc2481fab209a,5.0,strategis tempatnya,False
s n s,5d43a1697acbc2481fab209a,5.0,lokasi strategis petugas ramah dan fast respon fasilitas ok,False
e w,5d43a1697acbc2481fab209a,5.0,tempat di pusat kotabersih dan nyaman,False
n u n,5d43a1697acbc2481fab209a,5.0,peralatannya sangat lengkap dan terjaga sekali kebersihannya juga staffnya ramah,False
a,5d43a1697acbc2481fab209a,5.0,makasih ya mas fajar sangat helpful dan gercep koordinasi dan komunikasi clear,False
e d,5d43a1697acbc2481fab209a,5.0,tempat nya nyaman bersih strategis,False
s h s,5d43a1697acbc2481fab209a,4.83,memuaskan,False
f,5d43a1697acbc2481fab209a,4.33,aplikasi yg bertanggung jawabgood job,False
a w,5d43a1697acbc2481fab209a,5.0,apartemen nya sudah oke sesuai dengan ekspektasi,False
p p,5d43a1697acbc2481fab209a,5.0,travelio is the best,False
t,5d43a1697acbc2481fab209a,5.0,amanaman aja,False
a j g,5d43a1697acbc2481fab209a,5.0,sangat baik,False
n g,5d43a1697acbc2481fab209a,5.0,sudah bagus,False
y n a,5d43a1697acbc2481fab209a,5.0,pelayanan di travelio sudah bagus tolong ditingkatkan terus,False
b i,6236e6079aa1e75195ceee24,5.0,luar biasa pelayanan bagus,False
w d,6236e6079aa1e75195ceee24,5.0,nyaman,False
m f i,6236e6079aa1e75195ceee24,5.0,tempatnya bersih fasilitas oke dan room boy juga tepat waktu,False
a g,6236e6079aa1e75195ceee24,5.0,selalu tepat waktu,False
n r,6236e6079aa1e75195ceee24,5.0,ruangan bersih proses check in mudah,False
i s,6236e6079aa1e75195ceee24,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
k m g,6236e6079aa1e75195ceee24,5.0,proses check in mudah,False
s u,6236e6079aa1e75195ceee24,5.0,proses check in mudah,False
b s,6236e6079aa1e75195ceee24,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
i,6236e6079aa1e75195ceee24,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
p c h,6236e6079aa1e75195ceee24,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
p k,6236e6079aa1e75195ceee24,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m e a,6236e6079aa1e75195ceee24,5.0,proses check in mudah room boy tepat waktu room boy ramah,False
h s,615bb7606e43db47487ee4a4,5.0,memuaskan,False
s a,615bb7606e43db47487ee4a4,5.0,sejauh ini menyewa lewat travelio tidak ada kendala,False
d,615bb7606e43db47487ee4a4,5.0,memuaskan,False
j y n,615bb7606e43db47487ee4a4,5.0,mas guide nya super ok thank u ya mas,False
a,615bb7606e43db47487ee4a4,4.5,puas cuma kemarin gada handuk krna kekurangan meybi krna rame buat kedepanya tolong di perbanyak stok handuknya,False
n a w,615bb7606e43db47487ee4a4,5.0,servisnya sangat bagus terimakasih,False
l d u,615bb7606e43db47487ee4a4,5.0,proses booking mudah unit bersih dan nyaman staff ramah dan sangat membantu,False
a h p,615bb7606e43db47487ee4a4,5.0,mantap semua rapi dan menyenangkan,False
m p,615bb7606e43db47487ee4a4,5.0,apartemennya sangat bagus,False
n i s,615bb7606e43db47487ee4a4,4.83,nyaman bersih,False
t,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
h s,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m a a,615bb7606e43db47487ee4a4,5.0,ruangan bersih,False
m a a,615bb7606e43db47487ee4a4,5.0,ruangan bersih,False
s a,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d,615bb7606e43db47487ee4a4,5.0,proses check in mudah room boy ramah unit sesuai ekspektasi,False
a i t,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
b h,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
a n,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
t f,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a d w,615bb7606e43db47487ee4a4,5.0,ruangan bersih,False
d r,615bb7606e43db47487ee4a4,5.0,ruangan bersih,False
b,615bb7606e43db47487ee4a4,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n i s,615bb7606e43db47487ee4a4,5.0,proses check in mudah room boy ramah,False
w s,6062fd8643cb4b5ead886603,5.0,mantap,False
f a,6062fd8643cb4b5ead886603,5.0,bagus dan baik,False
h h,6062fd8643cb4b5ead886603,5.0,unit sangat bersih rekomen sekali,False
z a s,6062fd8643cb4b5ead886603,5.0,unit bersih dan nyaman,False
n a,6062fd8643cb4b5ead886603,5.0,romboy baik unit bersih,False
d n,6062fd8643cb4b5ead886603,5.0,nyaman,False
l c p,6062fd8643cb4b5ead886603,5.0,mantap,False
k k,6062fd8643cb4b5ead886603,5.0,oke,False
y w,6062fd8643cb4b5ead886603,5.0,baik,False
e p,6062fd8643cb4b5ead886603,5.0,mntap,False
d p w,6062fd8643cb4b5ead886603,5.0,unit bagus kamar bersih,False
c c,6062fd8643cb4b5ead886603,3.83,ok,False
j x,6062fd8643cb4b5ead886603,5.0,bersih nyaman,False
s r,6062fd8643cb4b5ead886603,5.0,all good,False
t m,6062fd8643cb4b5ead886603,5.0,baik,False
i i,6062fd8643cb4b5ead886603,5.0,bersih bgs,False
a s m,6062fd8643cb4b5ead886603,5.0,sangat baik,False
w,6062fd8643cb4b5ead886603,5.0,bagus dan nyaman,False
a s,6062fd8643cb4b5ead886603,5.0,pelayanan baik,False
f a p,6062fd8643cb4b5ead886603,5.0,nyaman bersih staf ramah,False
f a h,6062fd8643cb4b5ead886603,5.0,kondisi ruangan oke nyaman sekali,False
r r s,6062fd8643cb4b5ead886603,5.0,room boy on time dan ramah uninya bersih dan sesuai ekspektasi excellent,False
r p,6062fd8643cb4b5ead886603,5.0,nyaman dan bersih,False
n g a,6062fd8643cb4b5ead886603,5.0,bagus dan roomboy ramah,False
f h,6062fd8643cb4b5ead886603,5.0,luar biasa,False
w o,6295aa58e21e8ff31afde917,5.0,oke lah unit nya bersih,False
s w,6295aa58e21e8ff31afde917,5.0,nyaman dan bersih,False
e,6295aa58e21e8ff31afde917,4.67,petugas petugas nya ramah dan sopan,False
p r n,6295aa58e21e8ff31afde917,5.0,kebersihan kamar juara dan fasilitas yang ada didalam kamar sangat membantu terutama untuk mas ahmad yang mengakomodir kebutuhan kami selama menginap luar biasa,False
r a,6295aa58e21e8ff31afde917,5.0,nice,False
m s,6295aa58e21e8ff31afde917,5.0,staff ramah sopan dan responsif pertahankan terima kasih travelio,False
u a,6295aa58e21e8ff31afde917,5.0,nyaman banget dan pw banget next bakal kesitu lagi si,False
f m f,6295aa58e21e8ff31afde917,5.0,sangat nyaman dan bagus,False
y e h,6295aa58e21e8ff31afde917,5.0,rekomendasi buat yg suka staycation,False
f a r,6295aa58e21e8ff31afde917,5.0,apartemen yang nyaman,False
a a,6295aa58e21e8ff31afde917,5.0,unit bersih rapih,False
p g,6295aa58e21e8ff31afde917,5.0,bagus sekali untuk tujuan menginap,False
c w,6295aa58e21e8ff31afde917,5.0,unit barupemandangan bagus,False
s w,6295aa58e21e8ff31afde917,5.0,unit sangat bersih puas dengan pelayanan nya,False
h k,6295aa58e21e8ff31afde917,5.0,dalam apartemennya bersih dan furniturenya lengkap,False
s r p,6295aa58e21e8ff31afde917,5.0,proses check in mudah room boy tepat waktu room boy ramah harga sesuai,False
n a,6295aa58e21e8ff31afde917,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
w o,6295aa58e21e8ff31afde917,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s w,6295aa58e21e8ff31afde917,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
k k,6295aa58e21e8ff31afde917,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e,6295aa58e21e8ff31afde917,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
h h,6295aa58e21e8ff31afde917,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
i a,6295aa58e21e8ff31afde917,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
p s,6295aa58e21e8ff31afde917,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
u a,6295aa58e21e8ff31afde917,4.0,ruangan bersih,False
v y,61b85600b530907fe6ca5cc9,5.0,baik,False
m s u,61b85600b530907fe6ca5cc9,5.0,good service,False
d f,61b85600b530907fe6ca5cc9,5.0,tempatnya bagus dan rapih,False
n i,61b85600b530907fe6ca5cc9,5.0,pelayanana baik dan memuaskan,False
a r,61b85600b530907fe6ca5cc9,4.0,ok,False
a r f,61b85600b530907fe6ca5cc9,5.0,everything ok,False
l y t,61b85600b530907fe6ca5cc9,5.0,good,False
r z p,61b85600b530907fe6ca5cc9,5.0,pelayanan sangat baik,False
s a,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
v y,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
l,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m s u,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m s u,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m s u,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d f,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m s u,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
k a,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
k a,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y w,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
c s a,61b85600b530907fe6ca5cc9,4.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a v p,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a r,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n i,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a r,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a r f,61b85600b530907fe6ca5cc9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a m,5dd102b87c16bc1df66422f9,5.0,recomended check in dan check out mudah room boy ramah joss pokoknya,False
r t,5dd102b87c16bc1df66422f9,3.67,untuk pengalaman menginap menggunakan aplikasi travelio sangat membantu sekali dan penggunaan aplikasi sangat mudah,False
s l,5dd102b87c16bc1df66422f9,5.0,sangat senang sekali,False
c,5dd102b87c16bc1df66422f9,5.0,sangat rekomendasi dan pelayanan sangat good harga pun sangat masuk terima kasih travelio,False
e p,5dd102b87c16bc1df66422f9,5.0,no comment,False
e p,5dd102b87c16bc1df66422f9,5.0,no comment,False
a m,5dd102b87c16bc1df66422f9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r t,5dd102b87c16bc1df66422f9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a c,5dd102b87c16bc1df66422f9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s l,5dd102b87c16bc1df66422f9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
c,5dd102b87c16bc1df66422f9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
o j m,5dd102b87c16bc1df66422f9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f,5dd102b87c16bc1df66422f9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s,5dd102b87c16bc1df66422f9,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y h,63db9cc7ff78d36582e9c9cc,5.0,pengalaman menginap yg menyenangkan nyaman dan bersih,False
c p,63db9cc7ff78d36582e9c9cc,5.0,ok,False
u,63db9cc7ff78d36582e9c9cc,5.0,bersih tempat tidur bawah bs ditarik tambah ada atasny alat masak lengkap,False
y h,63db9cc7ff78d36582e9c9cc,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
c p,63db9cc7ff78d36582e9c9cc,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
r a p,63db9cc7ff78d36582e9c9cc,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m m d a s n,6396ec2203f1d6cf5803632d,4.17,pelayanan baik nyaman,False
y r,6396ec2203f1d6cf5803632d,5.0,oke,False
a f,6396ec2203f1d6cf5803632d,5.0,good,False
f y,6396ec2203f1d6cf5803632d,5.0,pengalaman yang sangat menyenangkan untuk liburan bersama keluarga,False
a,6396ec2203f1d6cf5803632d,5.0,pelayanan yang sangat baik dari staffnya dan untuk unitnya sangat bersih sesuai expetasi,False
s a,6396ec2203f1d6cf5803632d,5.0,gooddd,False
c a,6396ec2203f1d6cf5803632d,5.0,room boy nya sangat rekomendasi,False
u a k,6396ec2203f1d6cf5803632d,5.0,unit diserahkan kuncinya dalam keadaan siap bersih dan lokasi strategis,False
m m d a s n,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y r,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d r,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y p,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah,False
i p,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a a f r,6396ec2203f1d6cf5803632d,5.0,room boy tepat waktu room boy ramah,False
a h n,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f y,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y d,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
g s p,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a e n,6396ec2203f1d6cf5803632d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
