reviewer,apartment_id,rating,review_text,augmented
j h,637676b2aa53863bda1f9f1f,5.0,nice,False
m n,637676b2aa53863bda1f9f1f,5.0,mantap,False
p i r,637676b2aa53863bda1f9f1f,5.0,mntap,False
d k,637676b2aa53863bda1f9f1f,5.0,staff solehudin sangat ramah dan sangat membantu,False
n a s,637676b2aa53863bda1f9f1f,5.0,mantap,False
d d,637676b2aa53863bda1f9f1f,5.0,nyaman,False
a r,637676b2aa53863bda1f9f1f,5.0,sangat terbantu dengan adanya travelio,False
s a,637676b2aa53863bda1f9f1f,5.0,menyenangkan,False
d r,637676b2aa53863bda1f9f1f,5.0,bersih pelayanan cepat,False
a f,637676b2aa53863bda1f9f1f,5.0,mantap staffnya ramah dan komunikatif sejauh saya menginap,False
h p,637676b2aa53863bda1f9f1f,5.0,staff responsif,False
g l,637676b2aa53863bda1f9f1f,5.0,tempat bersih dan nyaman,False
t,637676b2aa53863bda1f9f1f,5.0,staff yg melayani sangat sigap jam berapapun ramah unit bersihh,False
a m s,637676b2aa53863bda1f9f1f,5.0,ramahbersih,False
p h,637676b2aa53863bda1f9f1f,5.0,keren banget staff nya baik dan sangat menbantu,False
n u a a n,637676b2aa53863bda1f9f1f,5.0,sangat baik dan terjangkau,False
e,637676b2aa53863bda1f9f1f,5.0,thank you travelio,False
a a,637676b2aa53863bda1f9f1f,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d,637676b2aa53863bda1f9f1f,5.0,ruangan bersih,False
m m m,637676b2aa53863bda1f9f1f,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m n,637676b2aa53863bda1f9f1f,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah harga sesuai,False
p i r,637676b2aa53863bda1f9f1f,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d k,637676b2aa53863bda1f9f1f,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
d k,637676b2aa53863bda1f9f1f,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d k,637676b2aa53863bda1f9f1f,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
h d d,5dae5eb2d24e8230d4baa107,5.0,so far ok tidak ada masalah,False
a,5dae5eb2d24e8230d4baa107,5.0,pelayanan dari travelio terbaik,False
a,5dae5eb2d24e8230d4baa107,5.0,petugas yg sangat membantu,False
f,5dae5eb2d24e8230d4baa107,5.0,servisnya lumayan tempatnya enak,False
s f a,5dae5eb2d24e8230d4baa107,5.0,terimakasih,False
a,5dae5eb2d24e8230d4baa107,5.0,cocok buat kumpul keluarga,False
s a m s,5dae5eb2d24e8230d4baa107,5.0,seneng banget unitnya sesuai dengan yang didisplay unit luas dan nyaman pelayanannya juga menyenangkan,False
r e p,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih,False
b s,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
o,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih unit sesuai ekspektasi harga sesuai,False
y k,5dae5eb2d24e8230d4baa107,5.0,room boy tepat waktu room boy ramah,False
f a,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
h b,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
g,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu,False
a c,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah,False
h d d,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
h,5dae5eb2d24e8230d4baa107,5.0,proses check in mudah,False
a n,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d h,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r m,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s s s,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e m m,5dae5eb2d24e8230d4baa107,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d,5d25a58d5495ff47cb084209,5.0,bersih rapih memuaskan,False
t c,5d25a58d5495ff47cb084209,5.0,ok,False
y l,5d25a58d5495ff47cb084209,5.0,good,False
h f h,5d25a58d5495ff47cb084209,5.0,room nya bersih room man nya keren dan ramah,False
b k,5d25a58d5495ff47cb084209,4.33,travelio bagus dan menarik,False
w w,5d25a58d5495ff47cb084209,5.0,bagus,False
h h,5d25a58d5495ff47cb084209,5.0,apartment yg sangat baik dgn harga yg bagus utk 2 kamar tp sayang nya bgtu mau perpanjang harga melejit 100 persen,False
w w h s,5d25a58d5495ff47cb084209,5.0,mantap,False
a l t,5d25a58d5495ff47cb084209,4.17,lokasi bagus tempat nyaman kebersihan tolong ditingkatkan khususnya pantry ruang jemuran dan toilet,False
a,5d25a58d5495ff47cb084209,4.5,harap kebersihannya ditingkatkan,False
h c,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
t c,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m h,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e s,5d25a58d5495ff47cb084209,5.0,proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m c,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r a,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a w,5d25a58d5495ff47cb084209,5.0,proses check in mudah,False
f a b z,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y l,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
l,5d25a58d5495ff47cb084209,5.0,ruangan bersih,False
l,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
h,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
b k,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah,False
c l,5d25a58d5495ff47cb084209,5.0,ruangan bersih proses check in mudah room boy tepat waktu unit sesuai ekspektasi,False
r a m,5d25a58d5495ff47cb084209,5.0,ruangan bersih room boy ramah unit sesuai ekspektasi harga sesuai,False
r c,5e426aecf697c2207e235b2d,5.0,pelayanan dan servicenya terbaik,False
m a a p,5e426aecf697c2207e235b2d,5.0,nice,False
g d a,5e426aecf697c2207e235b2d,5.0,baik secara keseluruhan,False
g p,5e426aecf697c2207e235b2d,5.0,all is good,False
a m,5e426aecf697c2207e235b2d,5.0,bagus bagus bagus,False
d e,5e426aecf697c2207e235b2d,5.0,unitnya cocok sama yang di aplikasi tk,False
m,5e426aecf697c2207e235b2d,5.0,harga wort it,False
j k,5e426aecf697c2207e235b2d,5.0,nyaman banget,False
a t,5e426aecf697c2207e235b2d,4.5,travelio bagus,False
l c,5e426aecf697c2207e235b2d,4.17,,False
c a,5e426aecf697c2207e235b2d,5.0,nice place,False
d p,5e426aecf697c2207e235b2d,5.0,travelio sudah bagua,False
n p,5e426aecf697c2207e235b2d,5.0,rekomended masnya juga ramah sayang wifinya ga bisa,False
i n,5e426aecf697c2207e235b2d,5.0,lebih mudah dan berkualitas,False
y a,5e426aecf697c2207e235b2d,5.0,so far sudah baik semua,False
a s,5e426aecf697c2207e235b2d,5.0,dengan harga yang terjangkau bisa mendapatkan kesempatan menyewa unit apartemen yang sangat luas bersih nyaman dan strategis pelayanan staf travelio pun sangat membantu dan kooperatif terima kasih travelio,False
r k,5e426aecf697c2207e235b2d,5.0,memuaskan,False
f l,5e426aecf697c2207e235b2d,2.83,ok terima kasih,False
m a a p,5e426aecf697c2207e235b2d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
g m p,5e426aecf697c2207e235b2d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
g d a,5e426aecf697c2207e235b2d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
g p,5e426aecf697c2207e235b2d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s a,5e426aecf697c2207e235b2d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
y p,5e426aecf697c2207e235b2d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s l,5e426aecf697c2207e235b2d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e,62fa26a5766ab4fb9b1f76a3,5.0,ok banget,False
e b,62fa26a5766ab4fb9b1f76a3,5.0,bersih nyaman ramah rekomen,False
d p,62fa26a5766ab4fb9b1f76a3,5.0,bagus staff ramah,False
v s,62fa26a5766ab4fb9b1f76a3,5.0,untuk team yg bantu check out sangat helpful,False
d c,62fa26a5766ab4fb9b1f76a3,4.83,ok,False
r,62fa26a5766ab4fb9b1f76a3,5.0,good,False
r a p y,62fa26a5766ab4fb9b1f76a3,5.0,tidak mengecewakan,False
d a p,62fa26a5766ab4fb9b1f76a3,5.0,pelayanan ok santun dan baik,False
j s w,62fa26a5766ab4fb9b1f76a3,4.83,sangat memuaskan,False
j,62fa26a5766ab4fb9b1f76a3,5.0,good experience convinience,False
f a,62fa26a5766ab4fb9b1f76a3,5.0,sangat memuaskan,False
z a,62fa26a5766ab4fb9b1f76a3,5.0,good platform but for further might be need upgrade for better user experience with friendly and easy to use ui,False
o r p z,62fa26a5766ab4fb9b1f76a3,5.0,tempat bersih dan nyaman room boy ramah dan sangat membantu trus securitynya juga ramah recommended,False
t r f,62fa26a5766ab4fb9b1f76a3,5.0,terimakasih saya puas dengan pelayanan anda,False
e,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e b,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
b,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
t m,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d p,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e j,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih,False
m y,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d c,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r a p y,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r,62fa26a5766ab4fb9b1f76a3,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a c h,64da347f4f94609d0957264d,5.0,unit bersih fasilitas kolam renangnya bagus banget staff dn roomboynya cekatan dan fast response overall good experience,False
e s,64da347f4f94609d0957264d,5.0,good mas andika kamar bersih terimakasih mas,False
a h,64da347f4f94609d0957264d,5.0,good room boy thank you,False
f h,64da347f4f94609d0957264d,5.0,baik dan menyenangkan,False
r a,64da347f4f94609d0957264d,3.83,memuaskan secara keseluruhan,False
k n h,64da347f4f94609d0957264d,5.0,staf boy room tepat waktu dan sudah dibantu check in dengan sangat mudah,False
s a,64da347f4f94609d0957264d,5.0,yang mau liburan ke daerah jakarta best banget sih menginap di menteng park apartemen tower diamond unit apartementnya bagus bersih fasilitas lengkap keamanan oke karna kmren sempat ketinggalan jam tangan di toilet lobby apartemen tapi langsung diamankan sama pihak pegawai dan security terima kasih juga untuk mas idrus yg sudah membantu saya sampai masuk unit,False
m s,64da347f4f94609d0957264d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
p j,64da347f4f94609d0957264d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
t g,64da347f4f94609d0957264d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a c h,64da347f4f94609d0957264d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
e s,64da347f4f94609d0957264d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a h,64da347f4f94609d0957264d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f h,64da347f4f94609d0957264d,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
s m s,632df42cf08f94209aa2e27c,5.0,terima kasih atas pelayanan travelio khususnya staf travelio yang sudah sangat kooperatif dan responsif dalam memberikan asistensi selama saya menggunakan jasa travelio jaya terus travelio,False
i s,632df42cf08f94209aa2e27c,5.0,pelayanan yang luar biasa,False
f,632df42cf08f94209aa2e27c,4.83,ok staf yang melayani kami sangat ramah dan fast respon,False
v t,632df42cf08f94209aa2e27c,5.0,good,False
p s p a n s,632df42cf08f94209aa2e27c,5.0,pelayanan luar biasa,False
g,632df42cf08f94209aa2e27c,5.0,pelayanan oke ramah dan tanggap sigap membantu smw hal tentang penginapan travelio,False
p p,632df42cf08f94209aa2e27c,5.0,pilihan terbaik selain hotel unit yang bersih aman dan homey,False
n s,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s d,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s d,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
o n,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s d,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s m s,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
s d,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f r,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
i s,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
i s,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f,632df42cf08f94209aa2e27c,5.0,ruangan bersih room boy tepat waktu room boy ramah harga sesuai,False
h a,632df42cf08f94209aa2e27c,5.0,clean room simple check in process room boy came in time polite room boy unit sesuai ekspektasi harga sesuai,False
p s p a n s,632df42cf08f94209aa2e27c,5.0,room boy ramah,False
p,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
u f,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
l g,632df42cf08f94209aa2e27c,5.0,room boy tepat waktu room boy ramah,False
n q,632df42cf08f94209aa2e27c,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah,False
d l t,641d4df8fd30b273508d54fb,5.0,baik,False
r,641d4df8fd30b273508d54fb,5.0,nyaman,False
g s e b,641d4df8fd30b273508d54fb,5.0,pelayanan sangat baik lokasi strategis staf yg melayani ramah dan komunikasi security ramah dan proaktif ruangan bersih rapi dan fasilitas lengkap,False
m z a,641d4df8fd30b273508d54fb,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d l t,641d4df8fd30b273508d54fb,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r,641d4df8fd30b273508d54fb,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
w,641d4df8fd30b273508d54fb,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r,641d4df8fd30b273508d54fb,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
c n,641d4df8fd30b273508d54fb,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
c c,641d4df8fd30b273508d54fb,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r,5c90b451b66bd94c732bf6eb,5.0,bagus,False
a y,5c90b451b66bd94c732bf6eb,5.0,mantap,False
r r,5c90b451b66bd94c732bf6eb,5.0,staff ramah lingkungan aman,False
t r,5c90b451b66bd94c732bf6eb,4.5,sangat berkesan sekalii nyaman bangett buat dijadiin tempat istirahatt daerah lokasinya juga oke bangett udara masi sejuk dan viewnya mantap staffnya juara baik banget dan fast respond kamar worth it sesuai hargaa cocok banget buat yg mau singgah sebentar maupun bulanan,False
h f,5c90b451b66bd94c732bf6eb,5.0,bagus,False
t,5c90b451b66bd94c732bf6eb,5.0,pelayanan nya selalu ramah dan baik,False
r a,5c90b451b66bd94c732bf6eb,5.0,pelayanan bagus,False
f v z,5c90b451b66bd94c732bf6eb,5.0,memuaskan overall shout out mas teguh as the room boy travelio hes very helpful and kind,False
n s,5c90b451b66bd94c732bf6eb,5.0,tempatnya nyaman dan aman,False
a z,5c90b451b66bd94c732bf6eb,5.0,baik dan sesuai dengan aplikasi,False
h a f,5c90b451b66bd94c732bf6eb,5.0,sangat menyenangkan staff ramah tetangga baik semuanya oke,False
a a,5c90b451b66bd94c732bf6eb,5.0,tempatnya nyaman bgt apalagi penjaganya selalu ada 24jam selalu ada ketika di butuhkan dan memberikan pelayanan yang terbaik pak teguh best,False
m a,5c90b451b66bd94c732bf6eb,5.0,cukup bagus pelayanan dan propertinya juga letaknya yg sangat strategis,False
k d k,5c90b451b66bd94c732bf6eb,5.0,dekat sama taman anggrek pasar tradisonal,False
e y,5c90b451b66bd94c732bf6eb,5.0,everythings good,False
k d r,5c90b451b66bd94c732bf6eb,5.0,staff oke pelayanan oke overall best,False
l r a,5c90b451b66bd94c732bf6eb,4.83,overall is good,False
s,5c90b451b66bd94c732bf6eb,5.0,tempat nya nyaman bersih dan petugas nya sangat membantu,False
a a k,5c90b451b66bd94c732bf6eb,5.0,travelio terbaik,False
n h,5c90b451b66bd94c732bf6eb,4.17,woooow tempat nya bersih nyaman view bagus,False
j,5c90b451b66bd94c732bf6eb,5.0,nyaman,False
e n,5c90b451b66bd94c732bf6eb,5.0,bagus,False
i c,5c90b451b66bd94c732bf6eb,5.0,bangunan sesuai dengan apa yang di deskripsikan kenyamanan terjaga kebersihan juga,False
e a r,5c90b451b66bd94c732bf6eb,5.0,bagus,False
y u,5c90b451b66bd94c732bf6eb,5.0,good,False
h p,62963b423b7b5d6d76261c51,5.0,proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
i h a,62963b423b7b5d6d76261c51,4.0,ruangan bersih proses check in mudah room boy ramah unit sesuai ekspektasi harga sesuai,False
s c f,62963b423b7b5d6d76261c51,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r m,62963b423b7b5d6d76261c51,5.0,proses check in mudah,False
r n,62963b423b7b5d6d76261c51,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s n u,62963b423b7b5d6d76261c51,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r s n,62963b423b7b5d6d76261c51,5.0,harga sesuai,False
l h,626161bc65b81505a0a95b15,5.0,mantapsangat profesional,False
m a j,626161bc65b81505a0a95b15,5.0,oke,False
a r,626161bc65b81505a0a95b15,4.83,bagusss,False
r m,626161bc65b81505a0a95b15,5.0,sangat cepat proses check in room bersih semua berfungsi dengan baik proses fu kendala sangat cepat,False
a,626161bc65b81505a0a95b15,5.0,staff super friendly dan tempatnya keren,False
f s,626161bc65b81505a0a95b15,5.0,mantap,False
f s,626161bc65b81505a0a95b15,5.0,bagus,False
i t k,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
l h,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d o,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
d r,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m a j,626161bc65b81505a0a95b15,5.0,ruangan bersih room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
n a,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
i s,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f s,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
w c,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
l f,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f s,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
t n,626161bc65b81505a0a95b15,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
m r,626161bc65b81505a0a95b15,4.0,unit sesuai ekspektasi,False
f m,626a7537d04aa2d371905f28,4.0,proses check in mudah,False
n e c,626a7537d04aa2d371905f28,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
s,626a7537d04aa2d371905f28,5.0,proses check in mudah room boy tepat waktu,False
y s,626a7537d04aa2d371905f28,4.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi,False
y s,626a7537d04aa2d371905f28,5.0,ruangan bersih proses check in mudah unit sesuai ekspektasi harga sesuai,False
y s,626a7537d04aa2d371905f28,5.0,ruangan bersih proses check in mudah room boy ramah unit sesuai ekspektasi harga sesuai,False
y s,626a7537d04aa2d371905f28,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r,626a7537d04aa2d371905f28,5.0,proses check in mudah,False
n a h,5fde0744abdbf5358a4db06a,5.0,overall ok,False
r s i p,5fde0744abdbf5358a4db06a,4.67,ok,False
n p,5fde0744abdbf5358a4db06a,5.0,staff sangat responsif unit bersih,False
r m,5fde0744abdbf5358a4db06a,5.0,kemudahan pemesanan kemudahan check in check out keramahan n petugas yang supportif,False
w,5fde0744abdbf5358a4db06a,5.0,oke mudah praktis utk penyewaan unit nya,False
d s,5fde0744abdbf5358a4db06a,5.0,nyaman bersih staff nya baik mau membantu,False
j m b,5fde0744abdbf5358a4db06a,5.0,sangat membantu proses mudah,False
h a,5fde0744abdbf5358a4db06a,5.0,perfect,False
d m,5fde0744abdbf5358a4db06a,5.0,great,False
y d,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
n a h,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
f i,5fde0744abdbf5358a4db06a,5.0,proses check in mudah room boy tepat waktu room boy ramah,False
v,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
a a s,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
r s i p,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah unit sesuai ekspektasi harga sesuai,False
k,5fde0744abdbf5358a4db06a,5.0,ruangan bersih proses check in mudah room boy tepat waktu room boy ramah harga sesuai,False
t m f,5fde0744abdbf5358a4db06a,5.0,room boy tepat waktu,False
